"","CD4Tfh_1","CD4Tfh_2","CD8Tfc_1","CD8Tfc_2"
"Epha7",0,0.12,0,0
"Map3k7",2764.83,3261,2362.5,2593.5
"Bach2",391.67,513.67,1084.62,800.67
"Gja10",0,0,0,2
"Casp8ap2",1768,1838,1318,1380.1
"Mdn1",4117.33,5726.11,3874.44,5194.6
"Gm42267",55.15,79.97,67.2,55.36
"Lyrm2",930.5,827,509,552
"Ankrd6",88.86,101.61,44.45,30.63
"Rragd",29.5,23.25,25,13
"Ube2j1",4187,4702.5,3868.5,4673
"Gabrr2",153,236.25,259,308.25
"Gabrr1",22.5,17.25,0,0.25
"Pm20d2",2,3,4,0
"Srsf12",22,34,54,40
"Pnrc1",5758,8121,5198.25,5400
"Rngtt",1139.25,1064.11,873.67,764
"Cnr1",0,0,0,0
"Spaca1",15.53,15.53,21.17,23.5
"Gm20764",0,0,0,0
"Akirin2",1021,1125,905,774
"Orc3",3168.12,3377.1,2323.11,2461.58
"Rars2",881,876,568,675
"Slc35a1",792,959,589,651
"Cfap206",0,4,0,1
"Gm136",1,0,0,0
"Smim8",585,529,394,433
"Zfp292",3411,4155,2593.37,3032.5
"Cga",0,0,0,0
"Mob3b",66.01,86.77,50.94,27.43
"Ifnk",0,0,0,0
"3110043O21Rik",2342.28,2257.8,2094.69,1920.7
"Lingo2",10.08,6.57,5.97,9.41
"1700009N14Rik",0,0,0,0
"Aco1",1100,1251,911,1121
"Ddx58",2205.5,2912,2439.5,2965
"Topors",2132.5,2633,2100,2216
"Ndufb6",1024.07,940.67,759.53,768.67
"Tmem215",0,0,0,0
"Aptx",692.53,784,449,511.12
"Dnaja1",3731.72,4203.16,3005.5,2902.16
"Smu1",3101,2798,2225,2265
"B4galt1",2665,3498,2577.5,2915
"Spink4",4,20,17,23
"Bag1",2269,2564,2379,2190
"Chmp5",1912,1454,1115,1143
"Nfx1",3764.5,4912,3102.5,3544.5
"Aqp7",4.21,4.12,1,6
"Aqp3",29,26,112,95.5
"Nol6",1088,1602,1351,1537
"Ube2r2",2188.39,3098.04,2299.74,2575.01
"Ubap2",1413,2061.33,1848.17,1904.1
"Dcaf12",1469,1943,1339,1451
"Ubap1",1257,1538,998.75,1188.5
"Kif24",258.61,345.89,187.81,257.58
"Nudt2",437,274,152,150
"AI464131",2,7,3,10
"1110017D15Rik",0,0,0,1
"Fam219a",161,323,147,174
"Dnaic1",0,0,0,0
"Enho",1,0,1,0
"Cntfr",0,0,0,0
"Rpp25l",276,293,156,177
"Dctn3",1181,1296,888,1053
"Arid3c",0,0,1,1
"Sigmar1",307,348,292,232
"Galt",417.5,705.5,466,521
"Il11ra1",91.8,112.96,76.05,92.55
"Ccl27a",0,0.6,1.1,1.1
"Gm12407",0,0,0,0
"Gm29801",0,0,0.22,0
"Gm29804",0,0,0,0
"LOC101056144",0,0,0.22,0
"Gm21541",0,0,0,0
"LOC100861618",0,0,0,0.1
"Gm20878",0,0.45,0.62,1.15
"Fam205a4",0.14,0.8,0.61,0.55
"Gm21104",0,0,0,0
"Gm13304",0,0,0,0
"Gm2457",0,0,0,0.1
"Gm13306",3.45,9.25,7.95,8.1
"Gm13305",6.15,5.05,5.42,4.6
"Ccl21b",0,0,0,0
"Gm13308",0.17,0.55,0.62,0.85
"Fam205a3",0.24,1.18,0.78,1.06
"Gm21586",0,0.45,0.62,0.95
"Fam205a2",1.79,2.73,4.31,3.61
"LOC108169010",0,0,0,0
"Gm10591",0,0,0,0
"Gm2564",0,0,0,0
"Ccl27b",3.45,7.65,5.75,6.95
"Il11ra2",6.15,5.65,5.42,4.5
"LOC108168952",0.86,1.01,2.71,1.49
"Ccl19",0,0,0,0
"Ccl21a",0,0,0.5,0
"Fam205a1",0,0,0,0
"Fam205c",0,1,0,0
"Phf24",0,4,0,0
"Dnajb5",229,302,249,254
"1700022I11Rik",0,0,5,2
"Vcp",4427.67,4682.25,3614.75,3817.25
"Fancg",501,684,552,613
"Pigo",785,1226,820,993
"Stoml2",1169,795.5,780.5,729
"Fam214b",259,440,271,391.5
"Unc13b",21.5,29.98,18.5,22.35
"LOC108168936",0,0,0,0
"Atp8b5",1.29,4.29,2.64,1.6
"Rusc2",1,0,1,1
"Fam166b",1,0,0,0
"Tesk1",434.33,730,559,663
"Cd72",46,50,324,204
"Sit1",1160,1038,662,610
"Ccdc107",293,342,243,283
"Arhgef39",108,83,73,31
"Car9",0,1,4,0
"Tpm2",0,0,0,1
"Tln1",16487,24504,17133.5,23922
"Creb3",1122,1026,636,703
"Gba2",1158,1724,1381,1716
"Rgp1",1074,1735,1102,1428
"Msmp",0,0,0,0
"Npr2",0,0,4,2
"Spag8",6,4,3,5
"Hint2",480,362,218,242
"Fam221b",4573,4333.5,3539.5,3740
"Tmem8b",87,171,44,57
"Olfr70",0,0,0,0
"Olfr71",0,0,0,0
"Hrct1",0,0,0,0
"Olfr159",0,0,0,0
"Olfr156",4.33,1,0,1.75
"Olfr157",7.83,9,8,6.75
"Olfr155",0,0,0,0
"Reck",104,218.25,369.2,416
"Glipr2",1853,1911,3125.43,3736
"Ccin",0,11,9,10
"Clta",3119,3681.27,3087.46,3059.29
"Gne",780.47,999.01,700.81,877.88
"Rnf38",2766.14,3787.9,2182.9,2885.76
"Melk",588,344.5,540.11,252
"Pax5",92.12,160,182,21.2
"Zcchc7",3103,4032.2,2732,2949
"Grhpr",347,456,177,244
"Zbtb5",353.67,553.4,293.25,360
"Polr1e",755,685,636,669
"Fbxo10",129,179,73,97
"Tomm5",1151.17,711.83,780.5,726.5
"Frmpd1",56,67,44,56.5
"Trmt10b",311,379,244,247
"Exosc3",857,872,626,634
"Dcaf10",844.5,1013.36,705.08,838.48
"Slc25a51",1173.5,1329.5,1063,1104
"Shb",12.33,23,12,11
"Gm829",0,1,0,0
"Aldh1b1",118.38,166,78.46,112.42
"Igfbpl1",1,0,0,1
"Stra6l",2.73,4.16,4.12,3.27
"Ccdc180",0,0.25,0,0
"Tdrd7",137,179,95,78
"Tmod1",7,15,6,16.5
"Tstd2",672,970,572,757
"Ncbp1",3401,3305,2854,2751
"Xpa",768,1003,649,830
"Foxe1",0,0,0,0
"Trmo",60,77.5,58,59
"Hemgn",18,27,106,12
"Anp32b",6589.71,7485.29,7499.94,5793.18
"Nans",2129,2011,1889,1803
"Trim14",1018.9,1428.95,864.28,1049.17
"Coro2a",17.17,19.75,39.23,24.72
"LOC105247125",0,0,0,0
"Tbc1d2",84,115,104.5,180
"Gabbr2",1,0,5,7.5
"Anks6",28,46,29,66
"Galnt12",888.93,1275.9,1064.76,1035.32
"Col15a1",20,37,14,12
"Tgfbr1",781.49,936.6,470.17,498.58
"Alg2",266,367,175,196
"Sec61b",811.67,667.67,680.58,647.25
"Nr4a3",1270,1218,1127,711
"Stx17",551,748.64,489.62,548.4
"Erp44",2153,2311.5,2201.17,2280.33
"Invs",4188.06,4231.36,3077.94,3150.06
"Tex10",1788,1816,1399,1504
"Msantd3",0,2,2,0
"Tmeff1",45.25,36,43.9,30.5
"Murc",0,0,0.17,0
"Plppr1",1.11,0.1,0.29,0.17
"Acnat2",1.09,0,0.7,0
"Acnat1",1,0,3.33,0.37
"Baat",3.14,4.29,0.39,2.11
"Mrpl50",632,508,357,381
"Zfp189",85,91,77,66
"Aldob",1,1,0,1
"Tmem246",0,0,3,0
"Rnf20",3021,3727,2692,3219
"Grin3a",34,89,59.2,66
"Ppp3r2",0,0,0,0
"Cylc2",0,0,0.5,1.62
"Smc2",3197,1814,2109.14,1526.64
"Toporsl",0,0,0,0
"Olfr275",0,0,0,0
"Olfr273",0,0,0,0
"Olfr272",0,0,0,0
"Olfr270",0,0,0,0
"Nipsnap3a",0,0,0,0
"Nipsnap3b",936,948,721,772
"Abca1",142,174,147,93.5
"LOC108168953",1,1,1,0
"Slc44a1",680.04,662.07,291.72,311.63
"Fsd1l",82,69.17,25,39
"Fktn",242,296,156,198
"Tal2",20,14,6,9
"Tmem38b",1206.65,1359.25,482.77,543
"Zfp462",1,0,0,0
"Rad23b",3129.5,3260.5,2677.5,2863
"Klf4",930,1037,819,736
"Actl7b",2,1,0,1
"Actl7a",1,1,2,1
"Ikbkap",910,1257,842,990
"Fam206a",865,999,649,822
"Ctnnal1",42,46,62.31,34.14
"Tmem245",313,517,292.4,482
"Frrs1l",1,3,0,3
"Epb41l4b",1.2,3,18.22,1
"LOC108168956",0,0,0,0
"Ptpn3",337,442,357,393
"Gm12536",0,0,0,0
"Pakap",26,23,22,31
"Palm2",0,0,0,0
"Akap2",0,0,0,0
"D630039A03Rik",8,23,21,32.14
"Txn1",3774.5,2619,2904,2392.5
"Txndc8",0,0,0,0
"Svep1",6,1.25,2,0.67
"Musk",0,0,0,0
"Lpar1",32,47,35,31.17
"Olfr267",0,1,0,1
"AI314180",2930.5,3439.75,2467.22,2471.5
"Zkscan16",0,0.14,1,0
"Ptgr1",126,58,89,64
"Dnajc25",105,119,152,100
"Gng10",2055,1445,1173,1343
"AI481877",15,29,18,15.5
"Ugcg",1172,1586,2863,3099.33
"Susd1",44.5,30,181,106
"Ptbp3",10087.77,8587.68,6079.66,7181.5
"Hsdl2",885,754,772,868
"E130308A19Rik",879.25,1094.93,875.46,1254.44
"Inip",880,1123,735,817
"Snx30",1204.5,1337.5,678.5,771.75
"Slc46a2",0,2,0.5,0.5
"Mup4",0,0,0,0
"Mup6",0,0,0,0
"Mup7",0,0,0,0
"Mup2",0,0,0,0
"Mup8",0,0,0,0
"Mup9",0,0,0,0
"Mup1",0,0,0,0
"Mup10",0,0,0,0
"Mup11",0,0,0,0
"Mup12",0,0,0,0
"Gm21320",0,0,0,0
"Mup13",0,0,0,0
"Mup14",0,0,0,0
"Mup15",0,0,0,0
"Mup-ps12",0.45,0,0,0.2
"Mup16",0,0,0,0
"Mup17",0,0,0,0
"Mup18",0,0,0,0
"Mup19",0,0,0,0
"Mup-ps16",0,0,0,0
"Mup5",3,6.5,0,0
"Mup20",0.25,2.17,1.43,2.03
"Mup3",0,0,0,0
"Mup21",0,0,0,0
"Zfp37",0,0,0,0
"Slc31a2",202,268,163,188
"Fkbp15",1952.67,2547.13,1903.78,2233.84
"Slc31a1",465,430,391,327
"Cdc26",791.67,779.33,549,549.42
"Prpf4",1129,1312,989,1089
"Rnf183",4,7,3,6.67
"Wdr31",17,19.1,7,6.5
"Bspry",56,65,90,64
"Hdhd3",15,24,7,10
"Alad",898,1054,877,608
"Pole3",455,448,369.5,382
"4933430I17Rik",17,20,9,21
"Rgs3",3095.56,4426.76,2870.64,3213.98
"Zfp618",4.06,6.38,3.3,1.27
"Ambp",0,0,0,0
"Kif12",0,0,0,0
"Col27a1",39,35,32,37
"Orm1",3.5,6.5,7.5,7
"Orm3",72.5,127.5,43,107
"Orm2",73,138.5,77.5,111.5
"Akna",11895.14,19540,13947,17357.5
"Whrn",867,1343,357,313
"Atp6v1g1",1120.33,862.17,700.33,617.33
"6330416G13Rik",952.1,1102.29,689.96,855.64
"1700018C11Rik",0,1,1,2
"Tnfsf15",14,18,3,2
"Tnfsf8",7618,10636.12,1373.33,1656.17
"Tnc",675,977,100,118
"Pappa",0,0,5,0
"Astn2",23.01,29.15,17.62,16.58
"Trim32",0,0,0,0
"Tlr4",291,300,84,163
"Brinp1",0,0,0.5,0
"Cdk5rap2",2315.37,2363.02,2049.5,2223.69
"Megf9",61,120,67.1,76.14
"LOC102634852",0,0,0,0
"Tle1",22,20,27,3
"Aldoart1",206.17,222.17,151.92,162.17
"Gm11487",0,0,0,0
"Gm38423",0,0,0,0
"Gm11237",0,0,0,0
"Gm11236",0,0,0,0
"Gm11238",0,0,0,0
"Gm11239",0,0,0,0
"Gm428",0,0,0,0
"Rasef",0.74,0.74,0,0.12
"Gm11758",0,0,0,0
"Gm11757",0,0,0,0
"Gm13871",0,0,0,0
"2310002L09Rik",0,0,0.1,0
"Frmd3",9.47,8.25,9.01,4.81
"Kdm4c",1747.17,2073,1537.5,1641.83
"Tmem261",596,579,661,600
"Ptprd",158.82,135.08,138.03,113.52
"LOC102634132",0,0,0,0
"Tyrp1",0,0,0,1
"Lurap1l",0.14,0.11,0.11,1.86
"Mpdz",0,3,0,1.58
"Nfib",0,3,1,0
"Zdhhc21",985,1249,791,897
"Cer1",0,0,0,0
"Frem1",0.33,0.22,1.11,11.22
"Ttc39b",5254.51,6601.5,4808.25,5779.38
"Snapc3",760.51,886.72,741.92,700.75
"Psip1",1083.33,1192,769.5,927
"Ccdc171",347.54,476.2,251.75,277.62
"Bnc2",2.85,3.62,5,1.47
"Cntln",1180.6,1180.13,727.87,636.73
"Sh3gl2",0.89,1.02,2.57,0.11
"Adamtsl1",1,9.49,4.31,3.43
"Saxo1",3.45,4.95,2.39,2.97
"Rraga",743,895,593,672
"Haus6",1104,1212,1101,988
"Plin2",0,0,0,0
"Plin2_1",663,664.5,396,318.5
"Dennd4c",1569.22,2110.15,1353.26,1908.74
"Rps6",8277.41,6348.43,6316.21,6132.61
"Acer2",95,136,43,54.33
"Slc24a2",3,0.79,12.5,12.2
"Mllt3",3753,3711,2894.75,2732
"Focad",679.1,842.3,542.25,670
"Hacd4",18,32,31,16
"Ifnb1",0,0,0,0
"Ifna15",0,0,0,0
"Ifna14",0,0,0,0
"Ifna9",0,0,0,0
"Ifna12",0,0,0,0
"C87499",0,0,0,0
"Ifna13",0,0,0,0
"Ifna16",0,0,0,0
"Ifna2",0,0,0,0
"Ifnab",0,0,0,0
"Klhl9",620,703,339,418
"Gm13271",0.5,0,0,0
"Gm13286",2,0.25,0,0
"Gm13283",1.97,0.6,0.21,0.1
"Gm13290",3.1,1.19,0.21,0.22
"Gm13289",3.1,1.19,0.21,0.22
"Gm13272",1,1.01,0.11,0.1
"Ifnz",5.06,3.01,0.32,0.2
"Gm13276",2.71,2.16,0.11,0.63
"Gm13277",3.72,1.37,0.42,0.53
"Gm13278",4.18,2.67,0.21,0.76
"Gm13275",5.07,2.57,0.5,0.66
"Gm13279",1.3,1.09,0.21,0.22
"Gm13285",0.9,1,0.21,0.1
"Gm13287",1,1.11,0.1,0
"Gm13288",5.82,1.85,0.42,0.63
"Ifna7",0,0,0,0
"Ifna11",0,0,0,0
"Ifna6",0,0,0,0
"Ifna5",0,0,0,1
"Ifna4",0,0,0,0
"Ifna1",0,0,0,0
"Ifne",0,0,0,0
"Mtap",1368.8,1638.73,944.2,929
"Cdkn2a",13,12,7,5
"Cdkn2b",15,14,4,2
"Dmrta1",0,0,13,8
"Zfp352",0,0,0,0
"Elavl2",2,0,1,0
"Izumo3",0,0,0,0
"Gm12666",68.25,47.67,59,38.75
"Tusc1",40,44,34,37
"Caap1",596,632,504,501
"Plaa",3514.12,3278,2828,2976
"Gm12657",0,0,0,0
"Ift74",289.27,254.47,152,117.14
"Lrrc19",0,0,0,0
"Tek",5.14,2.62,2.57,0.27
"Eqtn",2.22,7,6.11,7
"Mysm1",1333,1908,1133,1333
"Jun",3526,4184,4434,4158
"Fggy",11,3,3,7
"Hook1",1286.67,1194,804.12,896.58
"Cyp2j13",2.68,3.15,1.92,4.58
"Cyp2j12",0.11,0.5,0.11,0
"Cyp2j11",0.25,0.56,0.25,0.41
"Cyp2j8",0,0,0.25,0
"Cyp2j6",0,0.11,0,0
"Cyp2j9",1,0,0,0
"Cyp2j5",0,0,1,0
"Gm12695",0.2,0.1,0,0.1
"Nfia",142,134.2,99,73.33
"Tm2d1",272,348.95,202.5,233.2
"Inadl",472.86,677.61,399.14,525.02
"L1td1",0,0,1,0
"Kank4",0.67,0,0,0
"Usp1",3099,2788.7,2468.5,2339
"Dock7",111.5,102.83,92.33,80
"Angptl3",0,0,0,0
"Atg4c",22,31,22,9
"Foxd3",0,0,0,0
"Alg6",118.25,90.67,71.75,71.25
"Itgb3bp",169.5,114.63,91.7,72.36
"Efcab7",71.17,70.59,44.25,49.75
"Pgm2",725.83,814.75,475.33,545
"Ror1",0,0.5,0.33,0
"Ube2u",0,0,0,0
"Cachd1",37.5,62.97,17.08,16.37
"Raver2",125.62,141.63,251.15,338.88
"Jak1",17585.6,22052.45,20624.5,28010.45
"Ak4",26.64,53.25,6.1,2
"Dnajc6",145,182.6,40,7
"Leprot",2159.19,2432.5,1236.67,1358.67
"Lepr",4.45,10.2,1,2.75
"B020004J07Rik",0,0,0,0
"Gm12794",0,0,0,0
"Gm12789",0,0,0,0
"Pde4b",2405,3410.79,1822.25,1554
"Sgip1",400.41,539.2,326.26,414.44
"Tctex1d1",12,18,21,21
"Insl5",5.49,15.61,7.87,12.8
"Wdr78",154,199,177,207.42
"Mier1",3698,3988,3148,3758.5
"Slc35d1",641,775.33,588,567.5
"4921539E11Rik",1,0,0,0
"Oma1",666.5,888,557.39,789.17
"Dab1",3.18,4.14,1.26,2.14
"C8b",0,0,0,0
"C8a",0,0,2,0
"1700024P16Rik",1.46,0,0,0.12
"Prkaa2",0,0.75,1.5,0
"Plpp3",2,3,7,0
"Usp24",3022.46,4242.63,3589.03,4449.83
"Pcsk9",2,1,6,9
"Bsnd",0,1,0,0
"Tmem61",0,0,0,0
"Dhcr24",651,876,661,863
"Lexm",1,4,4,7
"Ttc22",0,0,0,0
"Pars2",126,161,98,88
"Ttc4",1147,1153,772,725
"Mroh7",9,6,6,0
"Fam151a",0,0,0,0
"Acot11",135,210,83,107
"Ssbp3",2239,3225,2647.67,2909.5
"Mrpl37",1182,1461,1110,1258
"Cyb5rl",187,239,175,216
"Cdcp2",0,0,0,1
"Tceanc2",879,936,580,630
"Tmem59",3114,3437,1730,1800
"Ldlrad1",5,4,4,7
"Lrrc42",735,934,596,640.25
"Hspb11",423.5,344,278,272
"Dio1",0,0,0,0
"Yipf1",1686,1703.17,1261.5,1364.6
"Ndc1",485,343,428,281
"Glis1",16.35,9.2,7.89,22.44
"Dmrtb1",1,1,0,0
"Lrp8",401,598.25,327.5,279
"Magoh",3230.25,2118,1698,1431
"0610037L13Rik",784,856,546,568
"Cpt2",292,286,250,235
"Slc1a7",0.17,0.37,2.33,4.5
"Podn",1,1,2,1
"Scp2",3256.87,2493.46,1752.52,1815.76
"Echdc2",149,187,193.5,178
"Zyg11a",0,0,1,1
"Zyg11b",1852.01,2545.45,1886.53,2256.79
"Coa7",189.5,143,123.5,154
"Fam159a",0,0,0,0
"Gpx7",22,25,29,41
"Zcchc11",1074.64,1644.25,2374,2798.5
"Prpf38a",1111.33,885.33,702.83,686.5
"Orc1",345.91,376.97,475.78,338.79
"Cc2d1b",2398,3118,2484,2883
"Zfyve9",5.12,5.48,15.4,13.32
"Btf3l4",589,492.5,311.5,277.75
"Txndc12",1856,1950,1324,1471
"Kti12",0,0,0,0
"Rab3b",1,1,5,7
"Nrd1",5196.33,6898,4852,5563
"Osbpl9",2687.83,2918.5,2524,2678.37
"Calr4",4,2,0,2
"Eps15",3585.4,3534.71,2462.34,2939.84
"Ttc39a",0,9,13,7
"Rnf11",724,760,489,567
"4930522H14Rik",0,0,0,0
"Cdkn2c",543,430,377,239
"Faf1",1251.89,1405.17,1190.47,1208.14
"Dmrta2",1,2,3,1
"Elavl4",0.14,0.2,0,2
"Agbl4",230.53,253.69,122.82,163.7
"Bend5",0,0,0,0
"Spata6",1283.4,1263.6,977.56,1025.18
"Slc5a9",11,0,0,0
"Skint8",0.2,0,1,0
"Skint7",0,0,0,0
"Skint1",0,0,0,0
"Skint4",1.14,2.62,0,0.25
"Skint3",0,0,0,0
"Skint9",0.91,2,0.74,1.32
"Skint2",0,0,0.6,0
"Skint10",9.31,7.33,3.12,4.14
"Skint6",1370.35,1102.29,1047.71,967.19
"Skint5",9.7,13.38,7.65,9.52
"Skint11",0.25,0.93,0.38,0.45
"Trabd2b",1,0,1,0
"Foxd2",2,6,10,3
"Foxe3",0,0,0,0
"Cmpk1",2385.5,1751.5,1412.5,1280.5
"Stil",405.01,319.3,436.31,322.1
"Tal1",8,1,85,3
"Pdzk1ip1",257,198,20,15
"Cyp4x1",0,0,0,0
"Cyp4a29",0,0,0,0
"Cyp4a12a",0.14,1.7,0.14,0
"Cyp4a12b",0.73,3,1.33,1.67
"Cyp4a30b",1.67,0,0,0
"Cyp4a14",0,0,0,0
"Cyp4a10",0,0,0,0
"Cyp4a31",0,1,0,0
"Cyp4a32",0.67,0.53,0.39,0.9
"Cyp4b1",1.67,2.2,1.33,2.33
"Efcab14",1071,1397,1014,1271.53
"Tex38",6,10,3,5
"Atpaf1",233,233.64,182.77,154.7
"Mob3c",345,511,302,332
"Mknk1",1313,1885,1292,1507
"Kncn",0,0,0,0
"6430628N08Rik",0,0,0,0
"Dmbx1",1,0,0,1
"Faah",4112,6170,2601,2745
"Nsun4",545,758.99,345,446.5
"Uqcrh",9144.92,6753.83,5382.25,5537.83
"Lrrc41",426,519,336,371
"Rad54l",365,288,394,258
"Lurap1",9,23,11,22
"Pomgnt1",594,712,474,527
"Tspan1",0,5,2,4
"1700042G07Rik",0,0,0,0
"Pik3r3",148.67,181,160.12,196
"Mast2",1252.16,1713.24,1176.43,1192.39
"Ipp",901,802,623,533
"Tmem69",240,311,160.11,200
"Gpbp1l1",3147.42,4317.5,2475.62,2919.78
"Ccdc17",162,189,104,131
"Nasp",4241.5,2717.14,3221,2156
"Akr1a1",6517,6146,5510.5,5432
"Prdx1",5512.04,3139.2,2968.58,2448.83
"Mmachc",130.33,123.33,76.06,66.17
"Ccdc163",231.33,275,191,153
"Tesk2",239,276.38,202,256
"Toe1",675,658,571,621
"Mutyh",155,135,185,180
"Hpdl",8,14,16,17
"Zswim5",8.5,4,9,4
"Urod",1125,1081,688,716
"Hectd3",1465,2121,1550,2042
"Eif2b3",502.5,409,334,318
"Ptch2",3,8,2,1
"Tctex1d4",28,46,38,20
"Plk3",2089,3273,1660,1415
"Rps8",7759.41,5995.03,6215.77,5861.62
"Kif2c",547,268,495,202.5
"Gm1661",7,4,8,4
"Tmem53",8,5,3,8
"Rnf220",1926.2,2921.5,2148,2229
"Eri3",863,1113,785,817
"Dmap1",584.5,662,399,461
"Klf17",0,0,1,0
"Slc6a9",22,36,18,12
"Ccdc24",1,0,4,0
"B4galt2",13,14,35,25
"Atp6v0b",1310,1591,1221,1299
"Dph2",256,314,288,276
"Ipo13",849,1219,852,1047
"Artn",2,3,1,1
"St3gal3",367,470,405,474.2
"Kdm4a",2615,4350,3040.5,3998
"Ptprf",136,260,25,31
"Szt2",1568,2584,2003,2640
"Med8",1419,1738,1061,1166
"Elovl1",1406,1609,1188,1306
"Cdc20",804.5,478,934.5,475.5
"Mpl",3,0,1,0
"Tie1",0,0,1,0
"2610528J11Rik",0,0,0,1
"Tmem125",1,0,0,0
"Cfap57",1.5,0,0,1
"Ebna1bp2",2036,1708,1679,1624
"Olfr62",0,0,0,0
"Olfr1342",0,0,0,0
"Olfr1341",0,0,0,0
"Olfr1340",0,0,0,0
"Olfr1339",0,0,0,0
"Olfr1338",0,0,0,0
"Olfr1337",0,0,0,0
"Olfr1335",0,0,0,0
"Olfr1333",0,0,0,0
"Olfr1331",0,0,0,0
"Olfr1330",0,0,0,0
"Olfr1329",0,0,0,0
"Olfr1328",0,0,0,0
"Lao1",0,0,0,0
"Slc2a1",1135,1639,1497.17,1729
"Zfp691",97,146,102,84
"Ermap",27,4,162,17
"Svbp",508,451,442,491
"4930538K18Rik",5,19,10,16
"AU022252",273,354,197,300
"P3h1",169,260,174,166
"Cldn19",0,0,0,0
"Ybx1",5399.69,5957.58,5749.61,4860.75
"Ppih",163.23,266.42,192.75,153.87
"Ccdc30",526.58,540.38,481.64,529.33
"Ppcs",399,419.5,266.67,324.83
"Zmynd12",9,16,2,3
"Rimkla",12,30,20,13
"AA415398",113,200,97,178
"Foxj3",1634.14,2034.18,1489.5,1686.64
"Guca2a",7,14,11,5
"Guca2b",0,0,0,0
"Hivep3",792.54,1185.99,755.59,1039.66
"Edn2",1,0,0,0
"Foxo6",0,0,0,0
"Scmh1",477.6,742,554.24,521.47
"Slfnl1",2,1,2,2
"Ctps",998,1003,1054.5,921
"Gm8439",2,0,0.67,1
"Cited4",6,4,20,8
"Kcnq4",11,26,8,3
"Nfyc",1340.5,1473,1247,1083.5
"Rims3",83,145,180,158
"Exo5",365,383,238,237
"Zfp69",347.99,495.83,440.92,513.85
"Smap2",3163,4411,5140,6194
"Col9a2",1,2,0,2
"Zmpste24",1817.5,1522.25,1089.82,1168.2
"Tmco2",0,0,0,0
"Gm12881",0.5,0.5,0.5,1.5
"Rlf",2043,2678.15,2091.72,2142.6
"Gm12888",0,0,0,0
"Gm8359",0,0,0,0
"Gm12886",0,0,0,0
"Gm12880",6.05,4.29,3.77,3.9
"Gm12887",0,0,0,0
"Gm21404",0,0,0,0
"Gm10573",0,0,0,0
"9530002B09Rik",0,0.17,0,0
"Gm12873",0.42,0,0.7,0.12
"Ppt1",2655,3191,1388,1726
"Cap1",17135.56,21520.82,14138.48,17250.96
"Mfsd2a",149,187,179,135
"Mycl",3,1,8,1
"Trit1",503,588,539,469.2
"Bmp8b",5,10,0,2
"Oxct2b",0,0,0,0
"Ppie",1192,968,948,882
"Hpcal4",2,7,15,12
"Nt5c1a",0,1,0,0
"Heyl",18,9,2,2
"Pabpc4",774.01,947.19,1013.83,993.58
"Bmp8a",5,3,5,4
"Oxct2a",0,0,0,0
"Macf1",20222.25,30248.33,26277.9,35548.29
"D830031N03Rik",0,0,0,0
"Ndufs5",207.5,151,165.5,119.5
"Akirin1",2020.44,1984.87,1531.13,1770.36
"Rhbdl2",0,2,1,0
"Gm31309",0,0,0,0
"Mycbp",207,171,157,143
"Rragc",1943,2324,1812,2187.7
"Pou3f1",5,7,2,1
"Utp11l",1545.5,1362,764,804
"Fhl3",463,674.5,346.5,398
"Sf3a3",1872.12,1656.74,1261.99,1242.77
"Inpp5b",3850,4900.5,3081,3632
"Mtf1",680.5,1088,841,889
"1110065P20Rik",83,97,81,70
"Yrdc",993,1409,1074,1098
"Maneal",59,126,117,140.17
"Epha10",0,2,0,0
"Cdca8",928,616,981,499
"9930104L06Rik",289,448.2,236,295
"Rspo1",0.5,0.5,2,0
"Gnl2",1883.5,2016.33,1711,1636
"Dnali1",1,2,3.25,0
"Snip1",1115,1374,865.5,1168.5
"Meaf6",993,1198.33,777,639
"Zc3h12a",1615,2806.83,1761,2369
"Gm32611",0,0,2,0
"Grik3",1963.33,2176.61,1740.97,1820.35
"Csf3r",4,2,50.83,10
"Mrps15",999.29,915,921,847
"Oscp1",2340.55,2141.63,2109.82,2121.62
"Lsm10",368,323,229,253
"Stk40",1477,2055,1061,1305
"Eva1b",439,580,458,503
"Sh3d21",63,97,46,47
"Thrap3",4161.17,5558.12,4503.96,4664.67
"Map7d1",1428,2084,1733,1652
"Trappc3",1671,1644.5,985,1032.5
"Col8a2",1,2,6,3
"Adprhl2",616,747,521,527
"Tekt2",3,2,0,1
"Ago3",774,1177.5,704.09,847.24
"Ago1",1837.5,2703,1600,2154
"Ago4",91,127,31,32.6
"Clspn",886.5,720,1100.5,651.5
"5730409E04Rik",43,49,19,36
"Psmb2",3201,2833,2389,2359
"Tfap2e",0,0,1,4
"Ncdn",919,1542,1132,1397
"AU040320",1390.11,1958,1371.42,1662
"Zmym4",720.2,1012,508.25,636.5
"Sfpq",14449.25,18585.43,13634.83,14287.5
"Zmym1",230.05,222.26,164.69,174.43
"Zmym6",694.6,1039.85,571.2,712.75
"Gm12942",118,100,66,94
"Dlgap3",4,3,5,6
"Smim12",320,383,258,277
"Gja4",0,0,0,0
"Gjb3",0,0,0,0
"Gjb4",0,0,0,0
"Gjb5",0,0,0,0
"CK137956",0,0.5,2,0
"Csmd2",2.17,2.63,3.08,3.06
"Csmd2os",0,0,0,0
"Hmgb4",0,0,0,0
"Zscan20",165.25,202.33,122.25,173
"Tlr12",17,29.5,85.25,102.5
